0.38,9,30,0.9968,0.53,9.5,6
0.48,6,25,0.9998,0.59,9.3,6
0.24,15,105,0.996,0.54,9.4,6
0.31,19,98,0.99815,0.63,9.5,6
0.3,30,135,0.9976,0.53,9.4,5
0.29,26,72,0.99645,0.68,11,5
0.29,20,53,0.9962,0.65,11,6
0.23,37,92,0.9996,0.65,10.1,5
0.12,30,74,0.99865,0.64,10.4,6
0.39,21,59,0.9989,0.71,11.5,7
0.12,30,74,0.99865,0.64,10.4,6
0.39,21,59,0.9989,0.71,11.5,7
0.26,25,87,0.99975,0.62,9.7,5
0.05,6,18,0.99735,0.63,9.3,5
0.42,35,73,0.999,0.7,9.5,6
0.2,13,50,1.0015,0.69,9.2,6
0.2,13,50,1.0015,0.69,9.2,6
0.66,6,14,0.9978,0.74,11.5,7
0.5,5,13,0.998,0.83,11.5,5
0.62,6,21,1.0002,0.67,9.7,6
0.39,7,15,0.9981,0.62,9.5,5
0.64,10,41,0.998,0.66,12.5,6
0.64,10,41,0.998,0.66,12.5,6
0.28,21,114,0.9973,0.54,9.4,6
0.08,16,44,0.9958,0.52,11,5
0.01,17,38,0.9963,0.74,11.7,7
0.53,7,21,0.9992,0.84,12.2,7
0.45,6,16,0.9948,0.7,12.5,6
0.32,29,58,0.9974,0.64,10.3,5
0.58,28,99,1.0008,1,11.5,6
0.54,12,29,0.9997,1.36,9.8,7
0.5,10,21,1,1.18,9.2,6
0.48,5,18,0.9972,0.87,11.3,6
0.47,6,14,0.9982,0.75,9.8,6
0.47,6,14,0.9982,0.75,9.8,6
0.5,6,32,1.0006,0.78,10.7,6
0,40,63,0.9979,0.81,9.9,5
0.02,17,34,0.9955,0.89,12.3,7
0.67,6,15,0.9986,0.93,12,6
0.31,15,46,0.9979,0.92,10,6
0,11,28,0.9994,0.86,9.4,6
0.22,17,34,1.0004,0.98,9.9,6
0,11,26,0.9994,0.83,9.4,6
0,8,19,0.9974,0.73,9.3,5
0.79,23,77,1.0018,0.77,13,5
0.4,40.5,165,0.9912,0.59,11.9,6
0.01,17,32,0.9955,0.61,12.8,6
0.52,29,55,1.0001,0.88,11,5
0.66,12,29,0.997,0.75,11.7,7
0.66,10,23,1,0.85,10.4,7
0.66,10,41,1.001,0.68,9.8,6
0.23,14,81,0.9973,0.7,9.4,5
0.31,21,50,0.9982,0.91,9.9,6
0.66,6,37,0.9992,0.56,10,5
0.63,6,15,0.9988,0.87,10.2,5
0.66,7,42,1.0022,0.73,10,7
0.5,7,21,0.9979,0.93,11.8,6
0.66,7,42,1.0022,0.73,10,7
0.61,11,24,1,0.69,9,5
0.52,15,75,0.9998,0.64,9.4,5
0.53,6,18,0.9962,1.13,12,7
0.02,35,63,0.9975,0.78,9.9,5
0.4,11,25,0.9967,0.87,8.7,6
0.48,26,46,0.9967,1.04,10.6,6
0.22,12,72,0.9959,0.63,9.2,5
0.63,6,47,1.0014,0.81,10.8,6
0.71,6,15,0.9984,0.83,11.8,7
0.5,19,47,1.0003,1.11,11,6
0.53,6,18,0.9962,1.13,12,7
0.66,6,24,0.9988,0.99,13.3,6
0.38,24,60,0.9979,0.7,10.8,6
0.42,11,27,0.9974,0.8,9.4,6
0.68,17,43,1.0014,0.8,10,6
0.42,11,27,0.9974,0.8,9.4,6
0.42,11,27,0.9974,0.8,9.4,6
0.28,23,54,0.998,0.74,9.2,5
0.07,11,37,0.9979,0.76,9.7,6
0.26,23,48,0.9981,0.74,9.2,6
0.15,17,42,0.9972,0.54,9.6,6
0.26,23,53,0.9981,0.74,9.2,6
0.31,16,49,0.9982,0.7,10,7
0.05,12,88,0.9924,0.82,12.9,8
0.68,17,43,1.0014,0.8,10,6
0.52,6,26,0.998,0.51,9.5,5
0.61,13,95,0.997,0.54,9.1,5
0.65,6,25,0.9997,0.57,9.9,5
0.76,7,38,1.0004,0.6,13,7
0.02,68,124,0.9994,0.53,9.9,5
0.59,13,49,0.9988,0.65,11,6
0.59,13,49,0.9988,0.65,11,6
0.22,9,42,0.9963,0.55,9.4,5
0.02,68,124,0.9994,0.53,9.9,5
0.3,20,38,0.9949,0.47,10.8,6
0.54,19,64,1,0.61,10.5,6
0.49,10,41,0.9994,0.63,10.5,6
0.05,15,27,0.9974,0.61,9.1,5
0.46,11,25,0.9966,0.76,10.1,6
0.47,9,28,0.9981,0.65,10.8,6
0.66,12,30,0.9996,0.63,10.8,7
0.58,6,16,0.997,0.7,11.3,6
0.49,26,49,0.9981,0.57,9.6,4
0.34,26,86,0.9987,0.62,9.5,6
0.35,23,78,0.9987,0.62,9.5,5
0.16,15,77,0.9966,0.64,9.3,5
0.53,6,19,0.9986,0.82,11.7,7
0.34,24,122,0.9982,0.61,9.5,5
0.24,31,134,1.0014,1.07,9.3,5
0.64,6,20,0.997,0.66,11.7,6
0.12,34,124,0.9956,0.48,10.5,5
0.51,7,20,0.9996,0.76,10.4,6
0,34,52,0.9976,0.68,9.9,5
0.33,35,67,0.9972,0.73,11.8,7
0.03,32,48,0.9952,0.56,12.3,7
0.2,15,60,0.9955,0.44,10.9,5
0.47,6,24,0.9978,0.9,11,7
0.2,15,60,0.9955,0.44,10.9,5
0.03,32,48,0.9952,0.56,12.3,7
0.08,19,48,0.9949,0.49,11.4,6
0.22,6,32,0.9988,0.56,10.6,6
0.33,9,30,0.9978,0.6,9.3,5
0.63,13,35,0.9997,0.6,10.4,6
0.47,6,24,0.9978,0.9,11,7
0.35,21,66,0.9974,0.56,9.2,5
0.69,12,24,0.9958,0.65,12.8,6
0.63,6,18,1.0004,0.49,9.5,5
0.55,22,54,0.9996,0.89,9.9,6
0.63,6,18,1.0004,0.49,9.5,5
0.3,38,62,0.9958,0.56,10.2,6
0.73,6,22,0.9986,0.66,11.2,6
0.55,22,54,0.9996,0.89,9.9,6
0.18,7,50,0.9951,0.6,9.3,5
0.72,6,29,0.9987,0.82,9.8,8
0.65,7,27,0.9988,0.68,11.3,6
0.76,6,43,1.0032,0.68,11.2,7
0.49,11,19,0.9963,0.63,11.6,7
0.01,5,27,0.9934,0.84,12.5,7
0.1,6,31,0.9986,0.56,10.1,6
0.6,31,72,0.9996,0.73,10.5,5
0.29,6,16,0.9968,0.72,11.2,5
0.22,7,27,0.9967,0.56,10.2,6
0.69,17,35,0.9994,0.61,10.8,6
0.69,17,35,0.9994,0.61,10.8,6
0.53,9,26,0.9979,1.06,9.1,6
0.03,18,35,0.9968,0.63,10,6
0.63,5,22,0.9998,0.74,11.2,7
0.4,21,67,0.9952,0.63,11.1,5
0.67,6,19,0.9988,0.69,13.4,8
0.39,5,22,0.9986,0.58,10.3,5
0.21,29,65,0.9988,0.58,9.6,5
0.63,5,22,0.9998,0.74,11.2,7
0.66,10,47,1.0008,0.57,9,3
0.52,14,23,0.9976,0.61,11.3,6
0.22,6,19,0.9982,0.61,9.3,5
0.68,10,25,0.997,0.61,11.8,5
0.7,25,129,0.9972,0.53,9,5
0.54,5,15,0.9987,0.7,9.2,6
0.4,10,26,1.0006,0.91,9.7,5
0.42,21,51,0.9982,0.72,11.5,6
0.45,7,18,0.9947,0.79,14,6
0.69,6,21,1,0.62,9.2,6
0.02,36,48,0.9952,0.58,9.8,5
0.65,15,47,0.9996,0.61,10.6,5
0.42,25,52,0.997,0.71,11.4,6
0.55,25,68,0.9995,0.82,10.4,6
0.55,5,14,0.9971,0.79,10.6,5
0.51,10,24,0.9982,0.89,9.4,6
0.24,5,28,0.9988,0.6,10.2,5
0.41,6,16,0.998,0.7,9.7,5
0.49,6,20,0.9977,1.06,11,6
0.24,5,28,0.9988,0.6,10.2,5
0.11,6,31,0.9984,0.7,10.1,6
0.39,6,23,1.0026,0.66,9.2,5
0.56,6,17,0.9964,0.92,11.7,8
0.59,6,18,0.9986,1.05,9.4,5
0.6,7,18,0.9986,1.06,9.4,5
0.68,6,24,0.997,0.66,13.4,6
0.39,6,17,0.9976,0.47,10,5
0.39,6,17,0.9976,0.47,10,5
0.36,5,14,0.9982,0.42,10,6
0.55,35,67,1.0002,0.92,10.8,7
0.4,10,26,0.9984,0.75,10.2,6
0.27,24,56,0.9984,0.67,10.6,6
0.5,12,25,0.9952,0.79,13.3,7
0.51,13,27,0.995,0.9,13.4,7
0.31,23,81,1.0002,0.74,11.6,6
0.23,28,91,0.9952,0.55,12.1,6
0.53,5,16,0.9972,0.65,11,8
0.25,14,38,0.9984,0.65,9,6
0.32,43,113,0.9966,0.79,11.1,5
0.53,5,16,0.9972,0.65,11,8
0.31,23,81,1.0002,0.74,11.6,6
0.25,14,38,0.9984,0.65,9,6
0.73,38,76,0.999,0.85,12,7
0.73,38,76,0.999,0.85,12,7
0.47,6,24,0.9976,1.04,10.9,7
0.42,6,22,0.9976,1.05,10.8,7
0.63,10,26,0.9968,0.78,12.5,7
0.46,6,21,0.9976,1.02,10.8,7
0.55,6,13,1,0.71,9.5,6
0.31,26,62,0.9994,0.63,10.2,6
0.75,23,43,0.9986,0.68,11.4,7
0.49,19,43,0.9978,0.61,9.5,5
0.31,26,62,0.9994,0.63,10.2,6
0.48,15,49,0.998,0.81,9.7,6
0.64,6,15,0.9973,0.66,11.8,7
0.64,6,15,0.9973,0.66,11.8,7
0.49,34,151,1.001,1.14,9.3,5
0.49,5,14,1.001,0.74,11.9,6
0.49,5,16,0.9994,0.63,8.4,3
0.49,11,32,0.9972,0.68,11.7,6
0.49,39,106,0.9966,0.78,11,5
0.49,15,33,0.9982,0.9,10,6
0.49,16,43,0.998,0.64,9.1,5
0.49,47,133,0.9979,0.99,9.8,5
0.49,38,142,0.9978,0.55,9.4,5
0.49,23,116,0.9976,0.64,9.5,5
0.24,29,53,0.9998,0.67,9.9,5
0.49,39,106,0.9966,0.78,11,5
0.49,33,85,0.9962,0.77,11.4,6
0.49,32,55,0.9988,0.75,8.7,6
0.24,6,33,0.9974,0.57,9.4,5
0.24,1,28,0.999,0.87,10.3,6
0.49,12,42,1.0004,0.61,10.3,5
0.49,12,42,1.0004,0.61,10.3,5
0.24,15,33,0.9956,0.66,12.8,6
0.24,13,32,1,0.56,10,6
0.24,1,28,0.999,0.87,10.3,6
0.24,6,33,0.9974,0.57,9.4,5
0.24,5,13,0.9972,0.77,10.7,6
0.49,5,35,1.0014,0.66,12,7
0.74,5,17,0.9996,0.62,11.2,5
0.24,20,47,0.9988,0.67,9.6,5
0.49,5,17,0.9988,0.73,11,6
0.24,5,20,0.9966,0.59,9.9,5
0.24,16,53,0.9993,0.72,11,6
0.74,6,15,1.0008,0.79,8.4,6
0.49,38,106,0.9982,0.59,9.1,5
0.24,10,28,0.9983,0.78,9.5,6
0.49,6,21,0.9987,0.86,10.7,6
0.49,27,69,0.9994,0.75,10.4,6
0.49,6,25,0.9975,0.61,9.4,6
0.01,9,25,0.9958,0.56,9.5,6
0.24,14,45,0.998,0.73,10,6
0.24,14,44,0.998,0.74,10,6
0.24,32,96,0.9934,0.62,11.5,5
0.49,10,23,1.00315,0.74,11.1,5
0.49,10,23,1.00315,0.74,11.1,5
0.49,10,17,1.0002,0.56,11.7,6
0.49,10,23,1.00315,0.74,11.1,5
0.49,10,17,1.0002,0.56,11.7,6
0.49,6,47,1.0021,0.68,12.7,6
0.49,5,19,0.9994,0.57,11.4,5
0.49,26,121,0.9978,0.58,9.2,5
0.49,41,110,0.9982,0.61,9.2,5
0.49,25,60,0.9971,0.61,10.1,6
0.49,6,47,1.0021,0.68,12.7,6
0.49,5,19,0.9994,0.57,11.4,5
0.24,5,15,0.9991,0.6,9,6
0.24,5,15,0.9991,0.6,9,6
0.49,5,20,0.999,0.79,10.7,6
0.24,19,42,0.9946,0.57,11.7,6
0.49,10,37,1.0003,0.91,11,6
0.24,19,42,0.9946,0.57,11.7,6
0.49,10,28,0.9978,0.61,10.4,5
0.49,14,47,0.9991,0.56,9.6,4
0.49,20,78,0.9992,0.7,10,6
0.49,28,46,0.9993,0.8,10.2,6
0.24,6,14,0.9978,0.52,10,4
0.49,18,111,0.9982,0.6,9.5,5
0.49,17,110,0.9982,0.6,9.8,5
0.49,18,40,0.9976,0.51,9.8,6
0.49,5,14,1.0002,0.44,9.6,5
0.49,5,14,1.0002,0.44,9.6,5
0.49,5,15,1,0.43,9.2,5
0.49,10,21,0.9976,0.66,9.9,7
0.49,54,80,1.0002,0.76,10.7,7
0.24,8,38,0.998,0.66,9.6,6
0.49,16,47,0.9986,1.02,10.6,7
0.24,18,102,0.9967,0.59,9.3,5
0.24,19,50,0.9917,0.74,14,8
0.49,5,13,0.9976,0.74,10.5,7
0.49,21,75,0.9987,0.57,9.7,5
0.49,23,149,0.9922,0.5,11.5,6
0.49,21,75,0.9987,0.57,9.7,5
0.58,9,43,1.0004,0.58,9,5
0.17,20,38,0.9978,0.53,9.5,5
0.41,30,109,0.9998,0.57,9.3,5
0.51,6,24,0.9994,0.6,9.3,6
0.58,5,18,0.998,0.63,10,6
0.18,5,30,0.9967,0.48,9.8,6
0.45,11,22,1,0.7,9.3,6
0.27,7,23,0.9962,0.47,10,4
0.52,12,35,1.0006,0.56,9,6
0,6,14,0.9975,0.52,9.3,5
0.52,12,35,1.0006,0.56,9,6
0.13,14,63,0.9984,0.62,9.1,6
0.13,6,24,0.9984,0.59,9.2,6
0.48,10,20,0.9973,0.79,12.2,7
0.41,26,52,0.9982,0.53,10.5,6
0.37,11,65,1.0026,0.64,10.4,6
0.19,15,39,0.9956,0.52,12.7,6
0.54,25,57,0.9983,0.54,9.2,5
0.55,5,16,1.0006,0.54,9.4,5
0,18,29,0.9965,0.6,10,6
0.38,10,29,0.9962,0.74,9.8,5
0.18,10,103,0.9969,1.36,10.2,6
0.5,28,71,0.9997,0.57,9.7,5
0.5,28,71,0.9997,0.57,9.7,5
0.51,14,28,0.9982,0.93,9.8,6
0.5,4,17,1.0006,0.7,10.2,5
0.41,6,16,0.9988,0.8,9.3,5
0.24,16,112,0.9976,0.61,9.4,5
0.23,14,104,0.9976,0.62,9.4,5
